Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
135,2,4,528,3,HIT_MUD,false,0,4,0,4,0,,,6,2,-30
136,2,4,531,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-30
137,2,4,534,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-30
138,2,4,537,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-30
139,2,4,540,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-30
140,2,4,543,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-30
141,2,4,546,0,HIT_MUD,false,0,5,0,4,0,,,6,2,-33
142,2,4,546,0,FIXED_CAR,false,0,3,0,4,0,,,6,2,-33
143,2,4,549,3,ACCELERATING,false,0,3,0,4,0,,,6,2,-33
144,2,4,555,6,ACCELERATING,false,0,3,0,4,0,,,6,2,-33
145,2,4,561,0,HIT_WALL,false,0,5,0,4,0,,,6,2,-38
146,2,4,561,0,FIXED_CAR,false,0,3,0,4,0,,,6,2,-38
147,2,4,564,0,HIT_WALL,false,0,5,0,4,0,,,6,2,-43
148,2,4,564,0,FIXED_CAR,false,0,3,0,4,0,,,6,2,-43
149,2,4,567,3,HIT_MUD,false,0,4,0,4,0,,,6,2,-46
150,2,4,570,3,ACCELERATING,false,0,4,0,4,0,,,6,2,-46
