Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
31,1,3,247,8,HIT_MUD,false,0,1,0,1,0,4,76,3,1,47
32,1,3,255,8,USED_TWEET,false,0,1,0,1,0,4,76,3,1,47
33,1,2,262,8,TURNING_LEFT,false,0,1,0,1,0,4,76,4,1,51
34,1,2,271,9,ACCELERATING,false,0,1,0,2,1,4,76,4,1,59
35,1,2,280,9,USED_TWEET,false,0,1,0,2,1,4,76,4,1,59
36,1,2,289,9,USED_LIZARD,false,0,1,0,2,0,4,76,4,1,59
37,1,2,298,9,USED_OIL,false,0,1,0,1,0,4,76,4,1,63
38,1,3,306,9,TURNING_RIGHT,false,0,1,0,1,0,4,76,4,1,63
39,1,3,315,9,USED_OIL,false,0,1,0,0,0,4,76,4,1,67
40,1,4,323,9,TURNING_RIGHT,false,0,1,0,0,0,4,76,4,1,67
41,1,4,332,9,ACCELERATING,false,0,1,0,0,0,4,76,4,2,71
42,1,3,340,9,TURNING_LEFT,false,0,1,0,1,0,4,76,4,2,75
43,1,3,349,9,USED_OIL,false,0,1,0,0,0,4,76,4,2,79
44,1,2,357,9,TURNING_LEFT,false,0,1,0,0,0,4,76,4,2,79
45,1,2,366,9,ACCELERATING,false,0,1,0,0,0,4,76,4,2,79
46,1,1,374,9,TURNING_LEFT,false,0,1,0,0,0,4,76,4,2,79
47,1,1,383,9,ACCELERATING,false,0,1,0,0,0,4,76,5,2,83
48,1,1,392,9,ACCELERATING,false,0,1,0,0,0,4,76,5,2,83
49,1,2,400,9,TURNING_RIGHT,false,0,1,1,0,1,4,76,5,2,91
50,1,2,409,8,HIT_MUD,false,0,2,1,0,0,4,76,5,2,88
51,1,2,409,8,FIXED_CAR,false,0,0,1,0,0,4,76,5,2,88
52,1,1,416,8,TURNING_LEFT,false,0,0,1,0,0,4,76,5,3,92
53,1,1,424,8,USED_TWEET,false,0,0,1,0,0,4,76,5,3,92
54,1,1,439,15,USED_BOOST,true,5,0,0,0,0,4,76,5,3,96
55,1,1,454,9,HIT_MUD,false,0,1,0,0,0,4,76,7,3,101
56,1,2,462,9,TURNING_RIGHT,false,0,1,1,0,2,4,76,7,3,113
57,1,2,471,9,ACCELERATING,false,0,1,1,0,2,4,76,7,4,117
58,1,2,480,9,USED_TWEET,false,0,1,1,0,2,4,76,7,4,117
59,1,2,489,8,HIT_MUD,false,0,2,1,0,1,4,76,7,4,114
60,1,2,489,8,FIXED_CAR,false,0,0,1,0,1,4,76,7,4,114
61,1,2,497,8,USED_LIZARD,false,0,0,1,0,0,4,76,7,4,114
62,1,2,506,9,ACCELERATING,false,0,0,2,0,1,4,76,7,4,122
63,1,1,514,9,TURNING_LEFT,false,0,0,2,0,2,4,76,7,4,126
64,1,1,529,3,HIT_MUD,false,0,4,1,0,2,4,76,7,4,118
65,1,1,529,3,FIXED_CAR,false,0,2,1,0,2,4,76,7,4,118
66,1,1,529,3,FIXED_CAR,false,0,0,1,0,2,4,76,7,4,118
67,1,1,532,3,HIT_MUD,false,0,1,1,0,1,4,76,7,4,115
68,1,1,535,3,USED_LIZARD,false,0,1,1,0,0,4,76,7,4,115
69,1,2,537,3,TURNING_RIGHT,false,0,1,1,0,0,4,76,7,4,115
70,1,2,543,6,ACCELERATING,false,0,1,1,0,0,4,76,7,4,115
71,1,2,551,8,ACCELERATING,false,0,1,1,0,0,4,76,7,4,115
72,1,2,560,9,ACCELERATING,false,0,1,1,0,1,4,76,7,4,119
73,1,2,569,9,USED_LIZARD,false,0,1,1,0,0,4,76,7,4,119
74,1,2,578,9,ACCELERATING,false,0,1,1,0,0,4,76,7,4,119
75,1,2,587,9,ACCELERATING,false,0,1,1,1,0,4,76,7,4,123
76,1,2,596,9,USED_TWEET,false,0,1,1,2,0,4,76,7,4,127
77,1,2,605,9,USED_TWEET,false,0,1,2,2,0,4,76,7,4,131
78,1,2,614,9,ACCELERATING,false,0,1,2,2,1,4,76,7,4,135
79,1,2,623,9,ACCELERATING,false,0,1,2,2,2,4,76,7,4,139
80,1,2,632,8,HIT_MUD,false,0,2,2,2,1,4,76,7,4,136
81,1,2,632,8,FIXED_CAR,false,0,0,2,2,1,4,76,7,4,136
82,1,2,640,8,USED_LIZARD,false,0,0,2,2,0,4,76,7,4,136
83,1,2,655,15,USED_BOOST,true,5,0,1,2,0,4,76,7,4,140
84,1,1,669,15,TURNING_LEFT,true,4,0,1,2,0,4,76,7,4,140
85,1,1,684,9,HIT_MUD,false,0,1,0,2,0,4,76,7,4,141
86,1,1,693,9,ACCELERATING,false,0,1,0,2,1,4,76,7,4,145
87,1,1,702,9,USED_LIZARD,false,0,1,0,2,0,4,76,7,4,145
88,1,1,711,9,USED_OIL,false,0,1,1,1,0,4,76,7,4,153
89,1,1,720,9,USED_OIL,false,0,1,2,0,0,4,76,7,4,161
90,1,1,729,9,ACCELERATING,false,0,1,2,0,0,4,76,7,5,165
91,1,1,738,9,ACCELERATING,false,0,1,3,0,0,4,76,7,5,169
92,1,1,747,9,ACCELERATING,false,0,1,3,0,0,4,76,7,5,169
93,1,1,756,9,ACCELERATING,false,0,1,3,0,0,4,76,7,5,169
94,1,1,765,8,HIT_MUD,false,0,2,3,0,0,4,76,7,5,166
95,1,1,765,8,FIXED_CAR,false,0,0,3,0,0,4,76,7,5,166
96,1,1,774,8,HIT_MUD,false,0,1,3,0,0,4,76,7,5,163
97,1,1,783,9,ACCELERATING,false,0,1,3,0,0,4,76,7,5,163
98,1,2,791,9,TURNING_RIGHT,false,0,1,3,0,0,4,76,7,5,163
99,1,2,800,9,ACCELERATING,false,0,1,5,0,0,4,76,8,5,175
100,1,2,809,9,ACCELERATING,false,0,1,5,0,1,4,76,8,5,179
101,1,2,818,9,ACCELERATING,false,0,1,5,0,1,4,76,8,6,183
102,1,2,827,9,ACCELERATING,false,0,1,5,0,1,4,76,8,7,187
103,1,2,836,8,HIT_MUD,false,0,2,5,0,0,4,76,8,7,184
104,1,2,836,8,FIXED_CAR,false,0,0,5,0,0,4,76,8,7,184
105,1,1,843,8,TURNING_LEFT,false,0,0,5,0,0,4,76,8,7,184
106,1,1,851,8,USED_TWEET,false,0,0,5,0,0,4,76,8,7,184
107,1,1,859,8,USED_TWEET,false,0,0,5,0,0,4,76,8,7,184
108,1,1,874,15,USED_BOOST,true,5,0,4,0,0,4,76,8,7,188
109,1,2,888,15,TURNING_RIGHT,true,4,0,4,0,0,4,76,8,7,188
110,1,1,902,15,TURNING_LEFT,true,3,0,4,0,1,4,76,8,7,192
111,1,1,917,15,USED_BOOST,true,5,0,3,0,1,4,76,8,7,196
112,1,1,932,15,USED_LIZARD,true,4,0,3,0,0,4,76,8,7,196
113,1,1,947,3,HIT_WALL,false,0,2,3,0,0,4,76,8,7,191
114,1,1,947,3,FIXED_CAR,false,0,0,3,0,0,4,76,8,7,191
115,1,1,953,6,ACCELERATING,false,0,0,3,0,0,4,76,8,7,191
116,1,1,961,8,ACCELERATING,false,0,0,3,0,0,4,76,8,7,191
117,1,1,976,9,HIT_MUD,false,0,1,2,0,0,4,76,9,7,196
118,1,1,985,8,HIT_MUD,false,0,2,2,0,0,4,76,9,7,193
119,1,1,985,8,FIXED_CAR,false,0,0,2,0,0,4,76,9,7,193
120,1,1,1000,15,USED_BOOST,true,5,0,1,1,0,4,76,9,7,201
121,1,1,1015,3,HIT_WALL,false,0,3,1,1,0,4,76,9,7,201
122,1,1,1015,3,FIXED_CAR,false,0,1,1,1,0,4,76,9,7,201
123,1,2,1017,3,TURNING_RIGHT,false,0,1,1,1,0,4,76,9,7,201
124,1,2,1023,6,ACCELERATING,false,0,1,1,1,0,4,76,9,7,201
125,1,2,1031,8,ACCELERATING,false,0,1,1,1,0,4,76,9,7,201
126,1,2,1039,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
127,1,2,1047,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
128,1,2,1055,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
129,1,2,1063,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
130,1,2,1071,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
131,1,2,1079,8,USED_TWEET,false,0,1,1,1,0,4,76,9,8,205
132,1,2,1088,9,ACCELERATING,false,0,1,1,1,1,4,76,9,8,209
133,1,2,1097,8,HIT_MUD,false,0,2,1,1,0,4,76,9,8,206
134,1,2,1097,8,FIXED_CAR,false,0,0,1,1,0,4,76,9,8,206
135,1,3,1104,8,TURNING_RIGHT,false,0,0,1,1,1,4,76,9,9,214
136,1,3,1112,8,USED_TWEET,false,0,0,2,1,1,4,76,9,9,218
137,1,3,1120,8,USED_TWEET,false,0,0,2,1,1,4,76,9,10,222
138,1,3,1128,6,HIT_MUD,false,0,1,2,1,0,4,76,9,10,219
139,1,4,1133,6,TURNING_RIGHT,false,0,1,2,1,0,4,76,9,10,219
140,1,4,1141,8,ACCELERATING,false,0,1,2,1,0,4,76,9,10,219
141,1,4,1149,8,USED_OIL,false,0,1,2,0,0,4,76,9,10,223
142,1,4,1158,8,HIT_MUD,false,0,2,2,0,0,4,76,9,10,220
143,1,4,1158,8,FIXED_CAR,false,0,0,2,0,0,4,76,9,10,220
144,1,3,1165,8,TURNING_LEFT,false,0,0,2,0,0,4,76,9,11,224
145,1,3,1174,9,ACCELERATING,false,0,0,2,0,1,4,76,9,11,228
146,1,3,1189,15,USED_BOOST,true,5,0,1,0,2,4,76,10,11,240
147,1,3,1204,15,USED_BOOST,true,5,0,0,0,2,4,76,10,11,244
148,1,3,1219,15,ACCELERATING,true,4,0,0,0,2,4,76,10,11,244
149,1,3,1234,15,ACCELERATING,true,3,0,0,0,3,4,76,10,12,252
150,1,4,1248,15,TURNING_RIGHT,true,2,0,0,0,3,4,76,11,12,256
151,1,4,1263,15,USED_LIZARD,true,1,0,0,0,2,4,76,11,12,256
152,1,3,1271,9,TURNING_LEFT,false,0,0,0,0,2,4,76,11,12,256
153,1,3,1280,8,HIT_MUD,false,0,1,0,0,1,4,76,11,12,253
154,1,3,1288,6,HIT_MUD,false,0,2,0,0,0,4,76,11,12,250
155,1,3,1288,6,FIXED_CAR,false,0,0,0,0,0,4,76,11,12,250
156,1,2,1293,6,TURNING_LEFT,false,0,0,0,0,0,4,76,11,12,250
157,1,1,1298,6,TURNING_LEFT,false,0,0,0,0,1,4,76,11,12,254
158,1,1,1306,8,ACCELERATING,false,0,0,1,0,1,4,76,11,12,258
159,1,1,1314,8,USED_LIZARD,false,0,0,1,0,0,4,76,11,12,258
160,1,2,1321,8,TURNING_RIGHT,false,0,0,1,0,0,4,76,13,12,266
161,1,2,1336,15,USED_BOOST,true,5,0,0,0,0,4,76,13,12,270
162,1,1,1350,15,TURNING_LEFT,true,4,0,0,0,0,4,76,13,12,270
163,1,2,1364,15,TURNING_RIGHT,true,3,0,0,0,0,4,76,13,13,274
164,1,2,1379,9,HIT_MUD,false,0,1,0,0,0,4,76,15,13,279
165,1,2,1388,9,ACCELERATING,false,0,1,0,0,0,4,76,15,13,279
166,1,2,1397,9,ACCELERATING,false,0,1,1,0,0,4,76,15,13,283
167,1,1,1405,9,TURNING_LEFT,false,0,1,1,0,1,4,76,15,13,287
168,1,1,1414,9,ACCELERATING,false,0,1,1,0,1,4,76,16,13,291
169,1,1,1423,9,ACCELERATING,false,0,1,1,0,1,4,76,16,13,291
170,1,1,1432,9,USED_TWEET,false,0,1,1,0,1,4,76,17,13,295
171,1,1,1441,9,USED_LIZARD,false,0,1,1,0,0,4,76,17,13,295
172,1,2,1449,9,TURNING_RIGHT,false,0,1,1,0,0,4,76,17,13,295
173,1,2,1458,9,ACCELERATING,false,0,1,1,0,2,4,76,17,13,303
174,1,2,1467,9,ACCELERATING,false,0,1,1,1,2,4,76,17,13,307
175,1,2,1476,9,USED_OIL,false,0,1,1,0,2,4,76,17,13,311
176,1,2,1485,9,ACCELERATING,false,0,1,1,0,3,4,76,17,13,315
177,1,2,1494,9,USED_LIZARD,false,0,1,1,0,2,4,76,17,13,315
