Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
32,1,1,197,3,ACCELERATING,false,0,4,1,0,0,,,0,4,8
33,1,1,200,3,ACCELERATING,false,0,4,1,0,0,,,0,4,8
34,1,1,203,3,ACCELERATING,false,0,4,1,0,0,,,0,4,8
35,1,1,206,3,ACCELERATING,false,0,4,1,0,0,,,0,4,8
36,1,1,209,0,HIT_WALL,false,0,5,1,0,0,,,0,4,3
37,1,1,209,0,FIXED_CAR,false,0,3,1,0,0,,,0,4,3
38,1,1,212,3,ACCELERATING,false,0,3,1,0,0,,,0,4,3
39,1,1,218,6,ACCELERATING,false,0,3,1,0,0,,,0,4,3
40,1,1,224,6,ACCELERATING,false,0,3,1,0,0,,,0,4,3
41,1,1,230,0,HIT_MUD,false,0,5,2,0,0,,,0,4,-1
42,1,1,230,0,FIXED_CAR,false,0,3,2,0,0,,,0,4,-1
43,1,1,233,3,ACCELERATING,false,0,3,2,0,0,,,0,4,-1
44,1,1,239,6,ACCELERATING,false,0,3,2,0,0,,,0,4,-1
45,1,1,245,3,HIT_MUD,false,0,4,2,0,0,,,0,4,-4
46,1,1,248,0,HIT_MUD,false,0,5,2,0,0,,,0,4,-10
47,1,1,248,0,FIXED_CAR,false,0,3,2,0,0,,,0,4,-10
48,1,1,251,3,ACCELERATING,false,0,3,2,0,0,,,0,4,-10
49,1,1,257,6,ACCELERATING,false,0,3,2,0,0,,,0,4,-10
50,1,1,263,3,HIT_MUD,false,0,4,2,0,0,,,0,4,-13
51,1,1,266,3,ACCELERATING,false,0,4,2,0,0,,,0,4,-13
52,1,1,269,3,ACCELERATING,false,0,4,2,0,0,,,0,4,-13
53,1,1,272,3,ACCELERATING,false,0,4,2,0,0,,,0,4,-13
54,1,1,275,3,ACCELERATING,false,0,4,2,0,0,,,0,5,-9
55,1,1,278,3,ACCELERATING,false,0,4,2,0,0,,,0,5,-9
56,1,1,281,3,ACCELERATING,false,0,4,2,0,0,,,0,6,-5
57,1,1,284,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-1
58,1,1,287,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-1
59,1,1,290,0,HIT_WALL,false,0,5,3,0,0,,,0,6,-6
60,1,1,290,0,FIXED_CAR,false,0,3,3,0,0,,,0,6,-6
61,1,1,293,3,HIT_MUD,false,0,4,3,0,0,,,0,6,-9
62,1,1,296,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
63,1,1,299,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
64,1,1,302,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
65,1,1,305,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
66,1,1,308,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
67,1,1,311,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
68,1,1,314,3,ACCELERATING,false,0,4,3,0,0,,,0,6,-9
69,1,1,317,3,ACCELERATING,false,0,4,3,1,0,,,0,6,-5
70,1,1,320,0,HIT_MUD,false,0,5,3,1,0,,,0,6,-14
71,1,1,320,0,FIXED_CAR,false,0,3,3,1,0,,,0,6,-14
72,1,1,323,3,ACCELERATING,false,0,3,3,1,0,,,0,6,-14
73,1,1,329,6,ACCELERATING,false,0,3,3,2,0,,,1,6,-6
74,1,1,335,6,ACCELERATING,false,0,3,4,2,0,,,1,6,-2
75,1,1,341,6,USED_TWEET,false,0,3,4,2,0,4,76,0,6,2
76,1,1,347,0,HIT_WALL,false,0,5,4,2,0,4,76,0,6,-11
77,1,1,347,0,FIXED_CAR,false,0,3,4,2,0,4,76,0,6,-11
78,1,1,350,3,ACCELERATING,false,0,3,4,2,0,4,76,0,7,-7
79,1,1,356,6,ACCELERATING,false,0,3,5,2,0,4,76,0,7,-3
80,1,1,362,3,HIT_MUD,false,0,4,5,2,0,4,76,0,7,-6
81,1,1,365,3,ACCELERATING,false,0,4,5,2,0,4,76,0,7,-6
82,1,1,368,0,HIT_MUD,false,0,5,5,2,0,4,76,0,7,-9
83,1,1,368,0,FIXED_CAR,false,0,3,5,2,0,4,76,0,7,-9
84,1,1,371,3,ACCELERATING,false,0,3,5,2,0,4,76,0,7,-9
85,1,1,377,6,ACCELERATING,false,0,3,5,2,0,4,76,0,7,-9
86,1,1,383,3,HIT_MUD,false,0,4,5,2,0,4,76,1,7,-8
87,1,1,386,3,ACCELERATING,false,0,4,5,2,0,4,76,1,7,-8
88,1,1,389,3,ACCELERATING,false,0,4,5,2,0,4,76,1,7,-8
89,1,1,392,0,HIT_MUD,false,0,5,5,2,0,4,76,1,7,-11
90,1,1,392,0,FIXED_CAR,false,0,3,5,2,0,4,76,1,7,-11
91,1,1,395,3,ACCELERATING,false,0,3,5,2,0,4,76,1,7,-11
92,1,1,401,6,ACCELERATING,false,0,3,5,3,0,4,76,1,7,-7
93,1,1,407,3,HIT_MUD,false,0,4,5,3,0,4,76,1,7,-10
94,1,1,410,3,ACCELERATING,false,0,4,5,3,0,4,76,1,7,-10
95,1,1,413,3,ACCELERATING,false,0,4,5,3,0,4,76,1,7,-10
96,1,1,416,3,ACCELERATING,false,0,4,5,3,0,4,76,1,7,-10
97,1,1,419,0,HIT_WALL,false,0,5,5,3,0,4,76,1,7,-15
98,1,1,419,0,FIXED_CAR,false,0,3,5,3,0,4,76,1,7,-15
99,1,1,422,3,ACCELERATING,false,0,3,5,3,0,4,76,1,7,-15
100,1,1,428,6,ACCELERATING,false,0,3,5,3,0,4,76,1,7,-15
