Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
30,1,1,173,3,ACCELERATING,false,0,3,3,0,0,4,76,0,1,19
31,1,1,179,6,ACCELERATING,false,0,3,3,0,0,4,76,0,1,19
32,1,1,185,6,ACCELERATING,false,0,3,3,0,0,4,76,0,1,19
33,1,1,191,6,ACCELERATING,false,0,3,3,0,0,4,76,0,1,19
34,1,1,197,6,ACCELERATING,false,0,3,3,0,1,4,76,0,2,27
35,1,1,203,6,ACCELERATING,false,0,3,3,0,1,4,76,0,2,27
36,1,1,209,0,HIT_WALL,false,0,5,3,0,1,4,76,0,2,22
37,1,1,209,0,FIXED_CAR,false,0,3,3,0,1,4,76,0,2,22
38,1,1,212,3,ACCELERATING,false,0,3,3,0,1,4,76,0,2,22
39,1,1,218,6,ACCELERATING,false,0,3,3,0,1,4,76,0,2,22
40,1,1,224,6,ACCELERATING,false,0,3,3,0,1,4,76,0,2,22
41,1,1,230,6,ACCELERATING,false,0,3,3,0,1,4,76,1,2,26
42,1,1,236,6,USED_TWEET,false,0,3,3,0,1,4,76,1,2,26
43,1,1,242,6,USED_TWEET,false,0,3,3,0,1,4,76,1,2,26
44,1,1,248,6,ACCELERATING,false,0,3,3,0,1,4,76,1,3,30
45,1,1,254,6,USED_LIZARD,false,0,3,3,0,0,4,76,1,3,30
46,1,1,260,0,HIT_MUD,false,0,5,3,0,0,4,76,1,3,21
47,1,1,260,0,FIXED_CAR,false,0,3,3,0,0,4,76,1,3,21
48,1,1,263,3,ACCELERATING,false,0,3,3,0,0,4,76,1,3,21
49,1,1,269,6,ACCELERATING,false,0,3,3,0,0,4,76,1,3,21
50,1,1,275,6,USED_TWEET,false,0,3,3,0,0,4,76,1,3,21
51,1,1,281,3,HIT_MUD,false,0,4,3,0,0,4,76,1,3,18
52,1,1,284,3,ACCELERATING,false,0,4,3,0,0,4,76,1,3,18
53,1,1,287,3,ACCELERATING,false,0,4,3,0,0,4,76,1,3,18
54,1,1,290,3,ACCELERATING,false,0,4,3,0,0,4,76,1,3,18
55,1,1,293,3,ACCELERATING,false,0,4,3,0,0,4,76,1,3,18
56,1,1,296,0,HIT_MUD,false,0,5,3,0,0,4,76,1,3,15
57,1,1,296,0,FIXED_CAR,false,0,3,3,0,0,4,76,1,3,15
58,1,1,299,3,ACCELERATING,false,0,3,3,0,0,4,76,1,3,15
59,1,1,305,6,ACCELERATING,false,0,3,3,0,0,4,76,1,3,15
60,1,1,311,0,HIT_MUD,false,0,5,3,0,0,4,76,1,3,6
61,1,1,311,0,FIXED_CAR,false,0,3,3,0,0,4,76,1,3,6
62,1,1,314,3,ACCELERATING,false,0,3,3,0,0,4,76,1,3,6
63,1,1,320,3,HIT_MUD,false,0,4,3,0,0,4,76,1,4,7
64,1,1,323,3,ACCELERATING,false,0,4,3,0,0,4,76,1,4,7
65,1,1,326,3,ACCELERATING,false,0,4,3,0,0,4,76,2,4,11
66,1,1,329,0,HIT_MUD,false,0,5,3,0,0,4,76,2,4,8
67,1,1,329,0,FIXED_CAR,false,0,3,3,0,0,4,76,2,4,8
68,1,1,332,3,ACCELERATING,false,0,3,3,0,0,4,76,2,4,8
69,1,1,338,6,ACCELERATING,false,0,3,3,0,0,4,76,2,4,8
70,1,1,344,0,HIT_MUD,false,0,5,3,0,0,4,76,3,4,6
71,1,1,344,0,FIXED_CAR,false,0,3,3,0,0,4,76,3,4,6
72,1,1,347,3,ACCELERATING,false,0,3,3,0,0,4,76,3,4,6
73,1,1,353,6,ACCELERATING,false,0,3,3,0,0,4,76,3,4,6
74,1,1,359,6,USED_TWEET,false,0,3,3,0,0,4,76,3,4,6
75,1,1,365,6,USED_TWEET,false,0,3,3,1,0,4,76,3,4,10
76,1,1,371,0,HIT_MUD,false,0,5,3,1,0,4,76,3,4,4
77,1,1,371,0,FIXED_CAR,false,0,3,3,1,0,4,76,3,4,4
78,1,1,374,3,ACCELERATING,false,0,3,3,1,0,4,76,3,4,4
79,1,1,380,6,ACCELERATING,false,0,3,3,1,0,4,76,3,4,4
80,1,1,386,6,ACCELERATING,false,0,3,4,1,0,4,76,3,5,12
81,1,1,392,6,USED_TWEET,false,0,3,4,1,0,4,76,3,5,12
82,1,1,398,6,ACCELERATING,false,0,3,4,1,0,4,76,3,5,12
83,1,1,404,6,ACCELERATING,false,0,3,4,1,0,4,76,3,5,12
84,1,1,410,6,ACCELERATING,false,0,3,4,1,0,4,76,3,5,12
85,1,1,416,3,HIT_MUD,false,0,4,4,1,0,4,76,3,5,9
86,1,1,419,3,ACCELERATING,false,0,4,4,1,0,4,76,3,5,9
87,1,1,422,3,ACCELERATING,false,0,4,4,1,1,4,76,3,5,13
88,1,1,425,3,ACCELERATING,false,0,4,5,1,1,4,76,3,5,17
89,1,1,428,3,ACCELERATING,false,0,4,5,1,1,4,76,3,5,17
90,1,1,431,3,ACCELERATING,false,0,4,5,1,1,4,76,3,5,17
91,1,1,434,3,ACCELERATING,false,0,4,5,2,1,4,76,3,6,25
92,1,1,437,3,ACCELERATING,false,0,4,5,2,1,4,76,3,6,25
93,1,1,440,0,HIT_MUD,false,0,5,5,2,1,4,76,3,6,22
94,1,1,440,0,FIXED_CAR,false,0,3,5,2,1,4,76,3,6,22
95,1,1,443,0,HIT_WALL,false,0,5,5,2,1,4,76,3,6,17
96,1,1,443,0,FIXED_CAR,false,0,3,5,2,1,4,76,3,6,17
97,1,1,446,3,HIT_MUD,false,0,4,5,2,1,4,76,3,6,14
98,1,1,449,3,ACCELERATING,false,0,4,6,2,1,4,76,3,6,18
99,1,1,452,3,ACCELERATING,false,0,4,6,2,1,4,76,3,6,18
100,1,1,455,0,HIT_MUD,false,0,5,6,2,1,4,76,3,6,12
