Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
26,2,4,143,6,ACCELERATING,false,0,3,0,1,1,,,4,1,19
27,2,4,149,6,USED_LIZARD,false,0,3,0,1,0,,,4,1,19
28,2,4,155,6,ACCELERATING,false,0,3,0,1,0,,,4,1,19
29,2,4,161,3,HIT_MUD,false,0,4,0,1,0,,,4,1,16
30,2,4,164,3,ACCELERATING,false,0,4,0,1,0,,,4,1,16
31,2,4,167,3,ACCELERATING,false,0,4,0,2,0,,,4,1,20
32,2,4,170,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
33,2,4,173,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
34,2,4,176,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
35,2,4,179,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
36,2,4,182,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
37,2,4,185,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
38,2,4,188,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
39,2,4,191,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
40,2,4,194,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
41,2,4,197,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
42,2,4,200,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
43,2,4,203,3,ACCELERATING,false,0,4,0,2,1,,,4,1,24
44,2,4,206,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
45,2,4,209,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
46,2,4,212,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
47,2,4,215,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
48,2,4,218,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
49,2,4,221,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
50,2,4,224,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
51,2,4,227,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
52,2,4,230,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
53,2,4,233,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
54,2,4,236,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
55,2,4,239,3,ACCELERATING,false,0,4,0,2,1,,,5,1,28
56,2,4,242,0,HIT_MUD,false,0,5,0,2,1,,,5,1,20
57,2,4,242,0,FIXED_CAR,false,0,3,0,2,1,,,5,1,20
58,2,4,245,3,HIT_MUD,false,0,4,0,2,1,,,5,1,17
59,2,4,248,0,HIT_MUD,false,0,5,0,2,1,,,5,1,14
60,2,4,248,0,FIXED_CAR,false,0,3,0,2,1,,,5,1,14
61,2,4,251,3,ACCELERATING,false,0,3,0,2,2,,,5,1,18
62,2,4,257,3,HIT_MUD,false,0,4,0,2,2,,,5,1,15
63,2,4,260,3,ACCELERATING,false,0,4,0,2,2,,,5,1,15
64,2,4,263,3,ACCELERATING,false,0,4,0,2,2,,,5,1,15
65,2,4,266,0,HIT_MUD,false,0,5,0,2,2,,,5,1,12
66,2,4,266,0,FIXED_CAR,false,0,3,0,2,2,,,5,1,12
67,2,4,269,3,ACCELERATING,false,0,3,0,2,2,,,5,1,12
68,2,4,275,6,ACCELERATING,false,0,3,0,2,2,,,5,1,12
69,2,4,281,6,USED_LIZARD,false,0,3,0,2,1,,,5,1,12
70,2,4,287,6,USED_LIZARD,false,0,3,0,2,0,,,5,1,12
71,2,4,287,0,HIT_CYBER_TRUCK,false,0,5,0,2,0,,,5,1,5
72,2,4,287,0,FIXED_CAR,false,0,3,0,2,0,,,5,1,5
73,2,4,290,3,ACCELERATING,false,0,3,0,3,0,,,5,1,9
74,2,4,293,0,HIT_CYBER_TRUCK,false,0,5,0,4,0,,,5,1,6
75,2,4,293,0,FIXED_CAR,false,0,3,0,4,0,,,5,1,6
76,2,4,296,3,ACCELERATING,false,0,3,0,4,0,,,5,1,6
77,2,4,302,6,ACCELERATING,false,0,3,0,4,0,,,5,1,6
78,2,4,308,3,HIT_MUD,false,0,4,0,4,0,,,5,1,3
79,2,4,311,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
80,2,4,314,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
81,2,4,317,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
82,2,4,320,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
83,2,4,323,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
84,2,4,326,3,ACCELERATING,false,0,4,0,5,0,,,5,1,7
85,2,4,329,0,HIT_MUD,false,0,5,0,5,0,,,5,1,4
86,2,4,329,0,FIXED_CAR,false,0,3,0,5,0,,,5,1,4
87,2,4,332,0,HIT_WALL,false,0,5,0,5,0,,,5,1,-1
88,2,4,332,0,FIXED_CAR,false,0,3,0,5,0,,,5,1,-1
89,2,4,335,3,ACCELERATING,false,0,3,0,5,0,,,5,1,-1
90,2,4,341,3,HIT_MUD,false,0,4,0,5,0,,,5,1,-4
91,2,4,344,0,HIT_MUD,false,0,5,0,5,0,,,5,1,-10
92,2,4,344,0,FIXED_CAR,false,0,3,0,5,0,,,5,1,-10
93,2,4,347,3,HIT_MUD,false,0,4,0,5,0,,,5,1,-13
94,2,4,350,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
95,2,4,353,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
96,2,4,356,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
97,2,4,359,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
98,2,4,362,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
99,2,4,365,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
100,2,4,368,3,ACCELERATING,false,0,4,0,5,0,,,5,1,-13
101,2,4,371,3,ACCELERATING,false,0,4,0,5,0,,,5,2,-9
102,2,4,374,0,HIT_MUD,false,0,5,0,5,0,,,5,2,-12
103,2,4,374,0,FIXED_CAR,false,0,3,0,5,0,,,5,2,-12
104,2,4,377,3,ACCELERATING,false,0,3,0,5,0,,,5,2,-12
105,2,4,383,0,HIT_WALL,false,0,5,0,5,0,,,5,2,-17
106,2,4,383,0,FIXED_CAR,false,0,3,0,5,0,,,5,2,-17
107,2,4,386,3,ACCELERATING,false,0,3,0,5,0,,,5,2,-17
108,2,4,392,6,ACCELERATING,false,0,3,0,5,0,,,5,2,-17
109,2,4,398,6,ACCELERATING,false,0,3,0,5,0,,,5,2,-17
110,2,4,404,3,HIT_MUD,false,0,4,0,5,0,,,5,2,-20
111,2,4,404,0,HIT_CYBER_TRUCK,false,0,5,0,5,0,,,5,2,-27
112,2,4,404,0,FIXED_CAR,false,0,3,0,5,0,,,5,2,-27
113,2,4,407,3,ACCELERATING,false,0,3,0,5,0,,,5,2,-27
114,2,4,413,6,ACCELERATING,false,0,3,0,5,0,,,5,2,-27
115,2,4,419,6,ACCELERATING,false,0,3,0,5,0,,,5,2,-27
116,2,4,425,0,HIT_MUD,false,0,5,0,5,0,,,6,2,-29
117,2,4,425,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-29
118,2,4,428,3,ACCELERATING,false,0,3,0,5,0,,,6,2,-29
119,2,4,434,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-29
120,2,4,440,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-29
121,2,4,446,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-29
122,2,4,452,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-29
123,2,4,458,6,ACCELERATING,false,0,3,1,5,0,,,6,2,-25
124,2,4,458,0,HIT_CYBER_TRUCK,false,0,5,0,5,0,,,6,2,-28
125,2,4,458,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-28
126,2,4,461,3,HIT_MUD,false,0,4,0,5,0,,,6,2,-31
127,2,4,464,0,HIT_WALL,false,0,5,0,5,0,,,6,2,-36
128,2,4,464,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-36
129,2,4,464,0,HIT_CYBER_TRUCK,false,0,5,0,5,0,,,6,2,-43
130,2,4,464,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-43
131,2,4,467,3,ACCELERATING,false,0,3,0,5,0,,,6,2,-43
132,2,4,473,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-43
133,2,4,479,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-43
134,2,4,485,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-43
135,2,4,491,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-43
136,2,4,491,0,HIT_CYBER_TRUCK,false,0,5,0,5,0,,,6,2,-50
137,2,4,491,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-50
138,2,4,494,3,ACCELERATING,false,0,3,0,5,0,,,6,2,-50
139,2,4,497,0,HIT_CYBER_TRUCK,false,0,5,0,5,0,,,6,2,-57
140,2,4,497,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-57
141,2,4,500,3,ACCELERATING,false,0,3,0,5,0,,,6,2,-57
142,2,4,506,3,HIT_MUD,false,0,4,0,5,0,,,6,2,-60
143,2,4,509,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
144,2,4,512,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
145,2,4,515,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
146,2,4,518,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
147,2,4,521,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
148,2,4,524,3,ACCELERATING,false,0,4,0,5,0,,,6,2,-60
149,2,4,527,0,HIT_MUD,false,0,5,0,5,0,,,6,2,-63
150,2,4,527,0,FIXED_CAR,false,0,3,0,5,0,,,6,2,-63
151,2,4,530,3,ACCELERATING,false,0,3,0,5,0,,,6,2,-63
152,2,4,536,6,ACCELERATING,false,0,3,0,5,0,,,6,2,-63
153,2,4,542,6,ACCELERATING,false,0,3,0,5,1,,,6,2,-59
154,2,4,548,6,ACCELERATING,false,0,3,0,5,1,,,6,2,-59
155,2,4,554,6,ACCELERATING,false,0,3,0,6,1,,,6,2,-55
156,2,4,560,6,ACCELERATING,false,0,3,1,6,1,,,6,2,-51
157,2,4,566,6,USED_BOOST,true,5,3,0,6,1,,,6,2,-47
158,2,4,572,6,ACCELERATING,true,4,3,0,6,1,,,6,3,-43
159,2,4,578,6,ACCELERATING,true,3,3,0,6,1,,,6,3,-43
160,2,4,584,0,HIT_WALL,false,0,5,0,6,1,,,6,3,-52
161,2,4,584,0,FIXED_CAR,false,0,3,0,6,1,,,6,3,-52
162,2,4,587,3,ACCELERATING,false,0,3,0,6,1,,,6,3,-52
163,2,4,593,3,HIT_MUD,false,0,4,0,6,1,,,6,3,-55
164,2,4,596,3,ACCELERATING,false,0,4,0,6,2,,,6,4,-47
165,2,4,599,3,ACCELERATING,false,0,4,0,6,2,,,6,4,-47
166,2,4,602,3,ACCELERATING,false,0,4,0,6,2,,,6,4,-47
167,2,4,605,0,HIT_MUD,false,0,5,0,6,2,,,6,4,-50
168,2,4,605,0,FIXED_CAR,false,0,3,0,6,2,,,6,4,-50
169,2,4,608,3,ACCELERATING,false,0,3,0,6,2,,,6,4,-50
170,2,4,614,6,ACCELERATING,false,0,3,1,6,2,,,6,4,-46
171,2,4,620,6,USED_BOOST,true,5,3,0,6,2,,,6,4,-42
172,2,4,626,3,HIT_MUD,false,0,4,0,6,1,,,6,4,-45
173,2,4,629,3,ACCELERATING,false,0,4,0,6,1,,,6,4,-45
174,2,4,632,3,ACCELERATING,false,0,4,0,6,1,,,6,4,-45
175,2,4,635,3,ACCELERATING,false,0,4,0,6,1,,,6,4,-45
176,2,4,638,3,ACCELERATING,false,0,4,0,6,1,,,6,4,-45
177,2,4,641,0,HIT_MUD,false,0,5,0,6,1,,,6,4,-48
178,2,4,641,0,FIXED_CAR,false,0,3,0,6,1,,,6,4,-48
179,2,4,644,3,ACCELERATING,false,0,3,0,6,1,,,6,4,-48
180,2,4,650,6,ACCELERATING,false,0,3,0,6,1,,,6,4,-48
181,2,4,656,3,HIT_MUD,false,0,4,0,6,0,,,6,4,-51
182,2,4,659,0,HIT_WALL,false,0,5,0,6,0,,,6,5,-52
183,2,4,659,0,FIXED_CAR,false,0,3,0,6,0,,,6,5,-52
184,2,4,662,3,ACCELERATING,false,0,3,0,6,0,,,6,5,-52
185,2,4,668,0,HIT_MUD,false,0,5,0,6,1,,,6,5,-54
186,2,4,668,0,FIXED_CAR,false,0,3,0,6,1,,,6,5,-54
187,2,4,671,3,ACCELERATING,false,0,3,0,6,1,,,6,5,-54
188,2,4,677,3,HIT_MUD,false,0,4,0,6,1,,,6,5,-57
189,2,4,680,0,HIT_MUD,false,0,5,0,6,1,,,6,5,-60
